DEPT          TVD         ROP5           GR         A34H         P16H         P28H         P34H      TAB_RES     TEMP_DNI 
       5489.80000   4685.20844      5.89525     85.65447    200.00000    189.86620    334.01110    350.55520      1.64431    129.51770
       5489.90000   4685.27868      5.98359     77.34276    200.00000    163.23950    332.20090    359.79790      1.65653    129.02560
       5490.00000   4685.34892      6.24777     67.34344    200.00000    279.46020    447.83270    423.61390      1.71495    129.00000
       5490.10000   4685.41916      6.30565     60.09360    200.00000    374.76790    551.50250    484.63660      1.75108    129.00000
       5490.20000   4685.48941      6.07016     56.70465    200.00000    431.02110    630.17070    537.79800      1.75347    129.00000
       5490.30000   4685.55965      5.99363     59.88604    200.00000    428.00050    569.31810    527.27040      1.75845    129.44290
       5490.40000   4685.62989      5.94629     63.73008    200.00000    399.78210    494.48060    502.08690      1.76194    129.56500
       5490.50000   4685.70014      5.91807     67.46229    200.00000    340.67610    422.16120    464.32480      1.76245    129.07280
       5490.60000   4685.77038      5.93332     71.24601    200.00000    370.71500    422.33880    434.73100      1.76489    129.00000
       5490.70000   4685.84063      5.92807     73.22479    200.00000    392.16170    428.61490    418.89240      1.76525    129.00000
       5490.80000   4685.91087      5.86535     71.48731    200.00000    364.27880    421.58430    428.32790      1.76069    129.00000
       5490.90000   4685.98111      5.78339     70.30917    200.00000    343.84900    399.09690    405.20980      1.76124    129.00000
       5491.00000   4686.05136      5.68023     70.77125    200.00000    331.40580    384.67430    386.38360      1.76075    129.00000
       5491.10000   4686.12160      5.53461     75.10034    200.00000    334.82720    400.67960    399.00020      1.75439    129.00000
       5491.20000   4686.19185      5.48920     76.02219    200.00000    323.89400    384.14810    379.25230      1.75076    129.00000
       5491.30000   4686.26209      5.46922     76.30829    200.00000    317.74350    363.59070    357.58360      1.74804    129.00000
       5491.40000   4686.33234      5.42635     78.13013    200.00000    342.76210    364.46950    364.13510      1.74542    129.00000
       5491.50000   4686.40258      5.50251     78.80243    200.00000    361.59580    380.62690    376.61730      1.75386    129.00000
       5491.60000   4686.47283      5.63131     79.40132    200.00000    353.49640    381.45280    375.10260      1.76425    129.00000
       5491.70000   4686.54308      5.77580     81.77724    200.00000    237.26690    286.34180    300.66780      1.76301    129.00000
       5491.80000   4686.61332      5.85018     97.34244    200.00000    239.99200    279.56730    292.76290      1.76559    129.00000
       5491.90000   4686.68357      5.89016    115.80920    200.00000    299.08130    316.59100    317.11390      1.77046    129.00000
       5492.00000   4686.75381      5.94102    109.54490    200.00000    326.94350    342.76100    328.64980      1.77741    129.00000
       5492.10000   4686.82406      6.00983     99.97636    200.00000    324.14140    344.33440    330.98780      1.78588    129.00000
       5492.20000   4686.89430      6.09529     90.06319    200.00000    304.20990    330.82520    327.93040      1.79564    129.00000
       5492.30000   4686.96454      6.23537     98.28716    200.00000    308.23080    322.61470    329.39110      1.80861    129.00000
       5492.40000   4687.03478      6.24612    104.31690    200.00000    301.10870    337.05810    338.80530      1.80849    129.00000
       5492.50000   4687.10502      6.16780    108.48050    200.00000    286.03720    368.57000    354.45710      1.79873    129.00000
       5492.60000   4687.17527      6.35116    108.56470    200.00000    286.91530    389.42900    372.24710      1.80057    129.00000
       5492.70000   4687.24551      6.50198    105.66540    200.00000    336.10760    425.98030    404.77640      1.80628    129.00000
       5492.80000   4687.31574      6.62228     99.96767    200.00000    430.61780    477.25060    451.13090      1.81562    129.00000
       5492.90000   4687.38598      6.80023     89.71853    200.00000    412.01500    415.96440    410.25360      1.81926    129.97640
       5493.00000   4687.45622      6.73308     82.64187    200.00000    325.47290    346.47010    366.12650      1.81597    130.50000
       5493.10000   4687.52646      6.38677     79.21324    200.00000    162.73760    268.67710    319.10490      1.80484    130.50000
       5493.20000   4687.59669      6.18848     82.63413    200.00000    201.67310    329.81590    355.46640      1.80419    130.50000
       5493.30000   4687.66693      6.03489     84.37998    200.00000    319.50060    443.82050    424.60300      1.80997    130.50000
       5493.40000   4687.73716      5.93091     83.25159    200.00000    529.75340    619.44860    532.16980      1.82377    130.50000
       5493.50000   4687.80740      5.96741     86.81387    200.00000    510.63680    622.05210    530.55980      1.81854    130.50000
       5493.60000   4687.87763      5.97154     90.18432    200.00000    465.28740    589.12460    512.74890      1.81490    130.13390
       5493.70000   4687.94786      5.89349     92.31180    200.00000    420.59690    530.11870    488.98120      1.81766    129.14960
       5493.80000   4688.01810      5.66761     95.97547    200.00000    407.45040    511.74600    522.03310      1.81115    129.41730
       5493.90000   4688.08833      5.47482     94.98643    200.00000    411.80750    500.87860    538.23910      1.78176    129.90950
       5494.00000   4688.15856      5.40634     83.71535    200.00000    440.88780    490.47420    498.04830      1.70812    130.40160
       5494.10000   4688.22879      5.46299     71.74504    200.00000    442.08910    495.62680    487.23350      1.70129    130.50000
       5494.20000   4688.29902      5.49271     62.48767    200.00000    378.89410    458.06600    443.37080      1.70691    130.22830
       5494.30000   4688.36925      5.36972     60.80544    200.00000    165.05820    298.25790    293.55290      1.70139    129.24410
       5494.40000   4688.43947      5.26169     60.45348    200.00000    151.89450    332.93960    332.05360      1.92028    129.37010
       5494.50000   4688.50970      5.17228     60.63886    200.00000    219.51430    440.89190    422.41260      2.14341    129.86220
       5494.60000   4688.57993      5.12920     61.15825    200.00000    336.58450    579.75920    478.07650      2.13031    130.35430
       5494.70000   4688.65015      5.07457     62.15363    200.00000    285.12400    468.36310    419.05770      2.11916    130.50000
       5494.80000   4688.72038      5.01702     64.01182    200.00000    179.15910    285.74310    324.94930      2.10763    130.50000
       5494.90000   4688.79060      4.96832     68.88881    200.00000    147.70080    258.01370    290.65260      2.09062    130.50000
       5495.00000   4688.86083      4.91564     70.79060    200.00000    169.21100    258.48340    284.00990      2.08284    130.50000
       5495.10000   4688.93105      4.87560     71.47231    200.00000    206.81500    268.13840    288.09080      2.08030    130.50000
       5495.20000   4689.00127      4.93243     74.39027    200.00000    167.59830    240.95560    267.32930      2.08053    130.50000
       5495.30000   4689.07149      5.05733     81.18018    200.00000    139.84360    210.60460    235.74080      2.07729    130.50000
       5495.40000   4689.14171      5.23249     89.58445    200.00000    121.12460    180.43860    199.90610      2.07183    130.50000
       5495.50000   4689.21193      5.47707     88.37029    200.00000    120.35030    174.56490    193.88840      2.06636    130.50000
       5495.60000   4689.28215      5.59574     87.19928    200.00000    119.59220    174.87640    199.24790      2.06344    130.36220
       5495.70000   4689.35237      5.62117     85.80535    200.00000    119.63370    180.26370    213.03370      2.06244    130.11610
       5495.80000   4689.42259      5.79905     77.53446    200.00000    140.74680    191.43740    213.08870      2.05984    129.87010
       5495.90000   4689.49281      5.94072     71.82372    200.00000    159.64830    199.64160    220.77480      2.05869    129.49800
       5496.00000   4689.56302      6.04786     68.55312    200.00000    176.44180    205.01550    235.73430      2.05890    129.00590
       5496.10000   4689.63324      6.38627     66.59347    200.00000    184.38560    239.31010    256.12250      2.05497    129.00000
       5496.20000   4689.70346      6.71599     69.85818    200.00000    207.15900    257.60780    269.67650      2.05030    129.45670
       5496.30000   4689.77367      7.03241     79.13954    200.00000    247.18750    257.02090    275.25950      2.04481    130.44090
       5496.40000   4689.84388      7.45411     85.36372    200.00000    253.66110    280.40050    284.80300      2.04639    130.50000
       5496.50000   4689.91410      7.79781     92.39857    200.00000    258.36950    290.68180    287.60900      2.04749    130.29530
       5496.60000   4689.98431      8.02256    100.84540    200.00000    263.60640    280.42760    280.60170      2.04729    129.80310
       5496.70000   4690.05452      8.14647    110.78570    200.00000    260.39050    290.46210    295.14360      2.04807    130.18900
       5496.80000   4690.12473      8.31645    115.25340    200.00000    265.62460    298.01680    306.37340      2.04899    130.31890
       5496.90000   4690.19494      8.58655    110.01200    200.00000    287.12840    297.09400    307.43420      2.04993    129.82680
       5497.00000   4690.26515      8.54430    119.85230    200.00000    297.56540    305.93420    307.41960      2.04386    130.16540
       5497.10000   4690.33536      8.34786    129.50790    200.00000    302.69140    315.44860    311.57230      2.03450    130.50000
       5497.20000   4690.40557      7.94644    132.84730    200.00000    300.87790    322.56060    325.00310      2.02091    130.50000
       5497.30000   4690.47578      7.77972    132.27020    200.00000    293.70840    325.19020    325.46500      2.01450    130.50000
       5497.40000   4690.54598      7.69730    131.43950    200.00000    297.94600    333.16330    329.39350      2.01167    130.23230
       5497.50000   4690.61619      7.67950    132.61640    200.00000    336.38880    358.51330    351.49590      2.01348    129.24800
       5497.60000   4690.68640      7.40703    151.36400    200.00000    336.96730    369.26520    359.58400      2.00717    129.73620
       5497.70000   4690.75660      7.10621    170.91670    200.00000    324.07850    373.27590    364.00210      2.00034    130.27950
       5497.80000   4690.82681      7.00444    172.75160    200.00000    308.72740    370.97040    372.06270      2.00119    129.29530
       5497.90000   4690.89701      6.87165    156.17120    200.00000    343.34890    411.44550    400.77780      2.00016    129.68900
       5498.00000   4690.96721      6.71438    139.29160    200.00000    390.69920    462.35080    431.50910      1.99930    130.32680
       5498.10000   4691.03741      6.50474    157.96110    200.00000    397.37350    476.24930    430.23680      2.00295    129.34250
       5498.20000   4691.10761      6.35717    186.63380    200.00000    428.45500    471.08910    428.87610      2.01199    129.32090
       5498.30000   4691.17781      6.24213    225.10980    200.00000    466.06620    462.86530    430.59600      2.02368    129.75000
       5498.40000   4691.24801      6.12298    293.99860    200.00000    459.41330    503.06970    453.62330      2.03383    129.75000
       5498.50000   4691.31821      6.02409    299.43080    200.00000    428.83210    499.20830    460.55830      2.03939    129.45280
       5498.60000   4691.38841      5.94385    265.24550    200.00000    390.46340    471.76290    459.11530      2.04186    129.00000
       5498.70000   4691.45861      5.92508    253.90660    200.00000    442.95200    505.35000    482.65610      2.04370    129.00000
       5498.80000   4691.52881      5.88218    232.85690    200.00000    458.56210    529.45840    500.22120      2.04590    129.00000
       5498.90000   4691.59900      5.81904    203.74250    200.00000    443.94460    545.31010    511.93750      2.04825    129.00000
       5499.00000   4691.66920      5.72675    165.25340    200.00000    405.79090    540.36710    491.08170      2.04627    129.00000
       5499.10000   4691.73939      5.65822    137.67010    200.00000    405.41340    533.30500    481.04060      2.04317    129.00000
       5499.20000   4691.80959      5.61270    120.64890    200.00000    441.62210    524.19050    481.47380      2.03899    129.00000
       5499.30000   4691.87978      5.45076    106.72290    200.00000    432.50150    508.48490    476.28450      1.97704    129.00000
       5499.40000   4691.94997      5.30151     99.85252    200.00000    392.57970    491.42450    473.03660      1.94198    129.00000
       5499.50000   4692.02017      5.16937    101.20570    200.00000    317.36530    472.89970    472.17510      1.93959    129.00000
       5499.60000   4692.09036      5.14965    103.84940    200.00000    344.49960    475.32430    459.06040      1.93794    129.00000
       5499.70000   4692.16055      5.12815    105.88970    200.00000    382.53710    492.54650    466.81090      1.93791    129.00000
       5499.80000   4692.23074      5.09314    106.94310    200.00000    426.14780    528.84310    505.53560      1.94010    129.00000
       5499.90000   4692.30093      4.94460    107.53200    200.00000    408.85740    494.07170    488.93620      1.93951    129.00000
       5500.00000   4692.37112      4.87395    107.97090    200.00000    385.82090    467.06500    465.10510      1.94190    129.00000
       5500.10000   4692.44130      4.96438    108.24980    200.00000    366.16570    469.28650    440.83070      1.95011    129.00000
       5500.20000   4692.51149      5.09423    104.21180    200.00000    354.43190    431.00760    418.16670      1.94913    129.00000
       5500.30000   4692.58168      5.15337    100.78360    200.00000    362.18860    411.15520    404.46540      1.94639    129.00000
       5500.40000   4692.65186      5.04321    100.45530    200.00000    408.86740    447.88600    409.49990      1.94367    129.00000
       5500.50000   4692.72205      5.05846     95.38795    200.00000    380.76730    404.89650    381.26030      1.94599    129.00000
       5500.60000   4692.79223      5.14509     91.59798    200.00000    338.41120    349.80430    349.23180      1.95059    129.00000
       5500.70000   4692.86242      5.33670     94.69616    200.00000    310.75800    318.84000    330.72270      1.95777    129.00000
       5500.80000   4692.93260      5.40191    118.20060    200.00000    306.41350    311.80730    320.44780      2.03297    129.36610
       5500.90000   4693.00278      5.44604    152.44500    200.00000    306.24460    309.05340    310.55510      2.13513    129.64170
       5501.00000   4693.07296      5.56956    199.87320    200.00000    292.44480    292.27470    291.97160      2.24984    129.14960
       5501.10000   4693.14315      5.65867    208.26410    200.00000    290.76420    287.94890    290.42840      2.28347    129.00000
       5501.20000   4693.21333      5.68267    191.78860    200.00000    287.39680    286.01160    292.46020      2.28267    129.00000
       5501.30000   4693.28350      5.46558    137.68980    200.00000    250.42760    269.38890    275.87220      2.28663    129.00000
       5501.40000   4693.35368      5.47244    102.88150    200.00000    238.88580    251.03580    256.08620      2.28960    129.00000
       5501.50000   4693.42386      5.56508     81.40492    200.00000    239.79300    234.15690    236.77460      2.29151    129.00000
       5501.60000   4693.49404      5.40435     80.08287    200.00000    231.06740    234.33300    233.08680      2.28968    129.00000
       5501.70000   4693.56422      5.27093     79.14279    200.00000    229.35480    225.53240    223.99790      2.28730    129.00000
       5501.80000   4693.63439      5.17336     78.75840    200.00000    231.02590    210.59200    210.99630      2.28499    129.00000
       5501.90000   4693.70457      5.29007     82.03391    200.00000    216.99120    193.76080    194.20050      2.28772    129.00000
       5502.00000   4693.77474      5.28645     76.97337    200.00000    191.79320    177.44450    178.34870      2.28831    129.00000
       5502.10000   4693.84492      5.18813     65.56780    200.00000    158.40340    161.77970    163.39360      2.28723    129.00000
       5502.20000   4693.91509      5.19253     68.75900    200.00000    155.15550    154.21880    152.97160      2.28837    129.00000
       5502.30000   4693.98526      5.25154     73.51191    200.00000    154.31430    144.88520    142.62320      2.28894    129.00000
       5502.40000   4694.05543      5.36428     79.80176    200.00000    155.84180    133.80710    132.34710      2.28895    129.00000
       5502.50000   4694.12560      5.22745     82.24069    200.00000    134.98690    118.26430    117.63600      2.29074    129.00000
       5502.60000   4694.19577      5.05390     84.21978    200.00000    119.99710    104.24460    103.69600      2.28938    129.00000
       5502.70000   4694.26594      4.84262     85.74401    200.00000    112.54910     92.15059     90.78374      2.28423    129.00000
       5502.80000   4694.33611      5.14339     83.39095    200.00000    105.32690     84.29556     82.58510      2.29887    129.00000
       5502.90000   4694.40628      5.33588     82.01667    200.00000     94.75403     75.93480     74.44401      2.30765    129.00000
       5503.00000   4694.47645      5.31706     82.47304    200.00000     79.29562     66.39146     65.88741      2.30583    129.00000
       5503.10000   4694.54662      5.43908     81.21424    200.00000     65.75784     56.73979     56.27349      2.30723    129.00000
       5503.20000   4694.61678      5.56258     79.09018    200.00000     54.02385     48.37315     47.74337      2.31299    129.00000
       5503.30000   4694.68695      5.65587     75.82796    200.00000     45.04853     42.31628     41.38668      2.32579    129.00000
       5503.40000   4694.75711      5.62248     71.64899    200.00000     37.91870     36.38849     35.80156      2.32230    129.00000
       5503.50000   4694.82728      5.58299     67.73966    196.38010     31.04515     30.36430     30.22509      2.32149    129.00000
       5503.60000   4694.89744      5.58487     64.82148    184.77770     23.93839     24.07169     24.33393      2.33362    129.00000
       5503.70000   4694.96760      5.42679     62.06519    137.53590     18.42505     19.63462     20.21001      2.11545    129.00000
       5503.80000   4695.03776      5.30953     59.53359     90.07782     14.11456     16.22519     16.98741      1.91297    129.00000
       5503.90000   4695.10793      5.42608     57.50699     68.74800     11.96235     14.28899     14.95208      1.92696    129.00000
       5504.00000   4695.17809      5.66399     55.72863     57.18159     10.60186     13.11357     13.80124      1.93802    129.00000
       5504.10000   4695.24825      5.97176     54.03524     49.61832      9.60090     12.24560     12.92746      1.94923    128.89370
       5504.20000   4695.31840      6.37836     52.33377     44.13397      8.89534     11.52336     11.93137      1.96472    128.40160
       5504.30000   4695.38856      6.43265     53.50282     43.79123      7.95298     10.35102     10.83138      1.97784    128.59060
       5504.40000   4695.45872      6.38012     55.72218     46.29507      7.03426      9.07404      9.80065      1.98999    129.00000
       5504.50000   4695.52888      6.57512     56.81577     51.56289      6.75449      8.27090      9.34194      2.00253    129.00000
       5504.60000   4695.59903      6.76060     60.84455     63.85367      6.51508      7.85954      9.16166      2.01990    128.68310
       5504.70000   4695.66919      6.94102     65.79344     87.64017      6.29105      7.66964      9.15082      2.03841    128.19090
       5504.80000   4695.73935      7.12290     65.59103    167.25860      6.01609      7.51562      9.25382      2.04571    127.69880
       5504.90000   4695.80950      7.39637     64.07836    199.64950      5.88202      7.82680     10.04079      2.05736    127.50000
       5505.00000   4695.87965      7.74126     62.19695    200.00000      5.89868      8.46963     11.20395      2.07188    127.57090
       5505.10000   4695.94981      8.20646     67.01028    200.00000      6.62713      9.32258     11.23998      2.08542    128.55510
       5505.20000   4696.01996      8.84850     73.81731    200.00000      7.04085     10.18262     11.17648      2.09709    128.46060
       5505.30000   4696.09011      9.61914     82.21471    200.00000      7.19500     11.03950     11.04118      2.10730    127.51180
       5505.40000   4696.16026      9.68804     88.41315    200.00000      7.35003     11.52986     11.32441      2.12102    128.00390
       5505.50000   4696.23041      9.67803     96.57977    200.00000      7.80384     13.15943     12.84778      2.13379    128.49610
       5505.60000   4696.30056      9.58912    106.71460    200.00000      8.55643     15.92822     15.61130      2.14561    128.98820
       5505.70000   4696.37071      9.70099    120.73450    200.00000      8.75661     17.89163     19.01826      2.15904    128.03940
       5505.80000   4696.44086      9.80104    125.68200    200.00000      9.17252     20.21011     22.25502      2.17616    127.50000
       5505.90000   4696.51100      9.88076    119.51420    200.00000      9.86645     22.98305     25.26625      2.19773    127.50000
       5506.00000   4696.58115      9.95134    112.30000    200.00000     11.92811     25.20012     26.96479      2.20567    128.41340
       5506.10000   4696.65130      9.95492    110.49020    200.00000     14.98810     28.87474     30.83657      2.21308    128.80120
       5506.20000   4696.72144      9.86069    116.77320    200.00000     19.36433     34.76324     38.06466      2.22128    128.30910
       5506.30000   4696.79158      9.89836    119.57930    200.00000     24.40679     45.26713     52.78337      2.23274    128.25000
       5506.40000   4696.86173      9.95222    122.22570    200.00000     29.78360     55.16900     70.28862      2.24374    128.07480
       5506.50000   4696.93187     10.00283    125.44080    200.00000     35.60088     62.84330     90.98691      2.25310    127.58270
       5506.60000   4697.00201      9.96180    132.40780    200.00000     40.24531     70.32549    129.63230      2.26276    128.31890
       5506.70000   4697.07216      9.85437    140.72030    200.00000     45.13099     75.75807    153.87950      2.26949    129.00000
       5506.80000   4697.14230      9.63935    150.35360    200.00000     51.09079     76.67287    137.63550      2.26949    129.00000
       5506.90000   4697.21244      9.42717    158.16380    200.00000     63.30198     83.19262    126.02020      2.27230    128.22830
       5507.00000   4697.28258      9.21393    162.21670    200.00000     75.22943     90.98354    118.58040      2.27570    127.75590
       5507.10000   4697.35271      8.99547    157.00480    200.00000     81.44735     97.99740    119.39520      2.27859    128.74020
       5507.20000   4697.42285      8.78298    154.89670    200.00000     92.96861    106.26890    122.72820      2.28935    128.27560
       5507.30000   4697.49299      8.50514    150.76850    200.00000    104.20090    115.26890    126.82300      2.29987    127.50000
       5507.40000   4697.56313      7.97639    134.99340    200.00000    107.28860    125.29980    130.39250      2.29901    127.50000
       5507.50000   4697.63326      7.81142    119.88850    200.00000    124.47740    134.94440    136.59350      2.29362    127.50000
       5507.60000   4697.70340      7.80034    104.43250    200.00000    146.11430    144.87860    143.82220      2.28716    127.50000
       5507.70000   4697.77353      7.73277     85.63792    200.00000    157.82840    157.18210    150.20610      2.28573    127.50000
       5507.80000   4697.84367      7.66120     77.08302    200.00000    178.06050    169.86560    158.43090      2.27861    127.50000
       5507.90000   4697.91380      7.54189     75.27969    200.00000    201.32790    182.81020    167.97900      2.27012    127.61420
       5508.00000   4697.98393      7.07604     81.03423    200.00000    211.21220    196.11520    179.72080      2.27562    128.59840
       5508.10000   4698.05406      6.74135     83.73571    200.00000    215.15080    213.47760    195.23660      2.28338    129.00000
       5508.20000   4698.12419      6.50349     84.35303    200.00000    216.24650    233.01280    212.71400      2.29214    128.96660
       5508.30000   4698.19432      6.35370     85.24380    200.00000    234.53990    244.00320    221.43000      2.29322    128.47440
       5508.40000   4698.26445      6.22291     84.37555    200.00000    236.11450    250.34250    224.97420      2.28854    127.98230
       5508.50000   4698.33458      6.10668     82.01990    200.00000    224.63250    253.04500    224.55140      2.27913    127.50000
       5508.60000   4698.40471      5.92371     79.03130    200.00000    260.07460    268.57900    242.16120      2.27367    127.50000
       5508.70000   4698.47484      5.78263     76.05369    200.00000    287.78070    287.68790    264.37740      2.26955    127.50000
       5508.80000   4698.54497      5.68412     73.08723    200.00000    307.62590    310.42930    291.27440      2.26680    127.50000
       5508.90000   4698.61509      5.73221     73.70460    200.00000    289.50220    309.75450    290.32560      2.26555    127.50000
       5509.00000   4698.68522      5.69994     75.30299    200.00000    296.11980    326.49300    301.66440      2.26951    127.50000
       5509.10000   4698.75534      5.56343     77.98293    200.00000    334.57000    365.51800    329.13160      2.27982    127.50000
       5509.20000   4698.82547      5.25094     82.38434    200.00000    303.89310    388.71350    367.31310      2.27891    127.50000
       5509.30000   4698.89559      5.05903     84.69655    200.00000    308.42930    403.47580    391.92990      2.27600    127.50000
       5509.40000   4698.96571      5.06970     83.66258    200.00000    374.31350    407.54130    394.87760      2.27145    127.50000
       5509.50000   4699.03583      5.09691     77.93987    200.00000    335.24580    378.50490    368.97280      2.26771    127.50000
       5509.60000   4699.10595      5.13860     73.92384    200.00000    267.95770    338.20850    339.49030      2.26472    127.50000
       5509.70000   4699.17607      5.20264     74.27147    200.00000    176.06740    285.80950    310.94020      2.26287    127.50000
       5509.80000   4699.24619      5.27023     74.10126    200.00000    210.65830    335.02400    356.37640      2.26180    127.50000
       5509.90000   4699.31631      5.28722     74.04893    200.00000    263.12460    403.48160    407.66510      2.26006    127.50000
       5510.00000   4699.38643      5.18668     74.51276    200.00000    296.36280    467.66950    437.16560      2.25641    127.50000
       5510.10000   4699.45655      5.15198     76.03850    200.00000    304.73690    467.72300    437.85370      2.17665    127.50000
       5510.20000   4699.52667      5.17221     79.51578    200.00000    292.84310    437.88160    424.40340      2.07522    127.50000
       5510.30000   4699.59678      5.29810     87.79428    200.00000    242.42700    373.72980    393.48130      1.97322    127.50000
       5510.40000   4699.66690      5.43956     91.85104    200.00000    224.21910    346.24910    375.80670      1.94921    127.50000
       5510.50000   4699.73701      5.51277     91.82114    200.00000    225.55150    342.36930    371.32200      1.95141    127.50000
       5510.60000   4699.80713      5.30437     82.11587    200.00000    256.38660    377.23250    398.59170      1.94464    127.50000
       5510.70000   4699.87724      5.19185     75.89462    200.00000    272.88010    387.28650    404.62940      1.93999    127.50000
       5510.80000   4699.94735      5.14001     71.71706    200.00000    279.36020    387.25020    403.57300      1.93682    127.50000
       5510.90000   4700.01747      5.17414     69.81853    200.00000    268.05400    394.41310    416.76930      1.93634    127.50000
       5511.00000   4700.08758      5.20907     69.53947    200.00000    286.79900    400.36440    433.04840      1.93790    127.50000
       5511.10000   4700.15769      5.22961     70.16412    200.00000    317.43890    407.60570    447.91120      1.94012    127.50000
       5511.20000   4700.22780      5.13247     70.60526    200.00000    306.02460    430.57210    437.55640      1.93829    127.50000
       5511.30000   4700.29791      5.06344     71.44765    200.00000    315.25120    422.16530    425.04330      1.93324    127.50000
       5511.40000   4700.36802      5.02551     72.22584    200.00000    336.05710    393.16940    411.09410      1.92618    127.50000
       5511.50000   4700.43812      5.15424     67.95308    200.00000    314.69530    384.55020    398.26000      1.92255    127.50000
       5511.60000   4700.50823      5.27820     65.80875    200.00000    310.77280    397.65190    408.81830      1.91940    127.50000
       5511.70000   4700.57834      5.39359     65.50722    200.00000    321.86310    429.14900    439.20820      1.91816    127.50000
       5511.80000   4700.64844      5.23094     67.03254    200.00000    342.60400    454.03600    463.73510      2.00837    127.50000
       5511.90000   4700.71855      5.00930     70.95352    200.00000    396.65800    491.74400    495.60790      2.04863    127.50000
       5512.00000   4700.78865      4.72675     77.34806    200.00000    485.10840    542.69010    535.06570      2.03730    127.50000
       5512.10000   4700.85875      4.88233     83.23825    200.00000    443.59260    527.20690    527.60100      2.02850    127.50000
       5512.20000   4700.92886      5.02604     81.84082    200.00000    379.44700    503.20490    516.78470      2.02406    127.50000
       5512.30000   4700.99896      5.13674     71.33834    200.00000    292.34330    471.28500    503.71370      2.02498    127.50000
       5512.40000   4701.06906      5.14351     65.57542    200.00000    359.50020    515.60390    530.62280      2.03344    127.50000
       5512.50000   4701.13916      5.05273     63.92652    200.00000    432.64680    567.29070    553.57170      2.03632    127.50000
       5512.60000   4701.20926      4.82696     67.92393    200.00000    494.46950    620.10390    565.17760      2.02971    127.50000
       5512.70000   4701.27936      4.86486     74.55505    200.00000    370.65560    532.40150    520.76380      2.03404    127.07090
       5512.80000   4701.34946      4.87209     81.74644    200.00000    273.77230    466.41510    486.78040      2.03275    126.92120
       5512.90000   4701.41956      4.74934     89.26324    200.00000    278.39880    479.75920    487.74530      2.01792    127.41340
       5513.00000   4701.48966      4.58845     99.00309    200.00000    244.26040    465.94880    489.04390      2.01082    127.50000
       5513.10000   4701.55975      4.42548    104.80400    200.00000    220.11660    463.74270    502.11670      2.00615    127.50000
       5513.20000   4701.62985      4.27665    100.30620    200.00000    238.61340    502.14700    542.49650      2.00327    127.50000
       5513.30000   4701.69994      4.25838     90.01077    200.00000    356.81330    565.40790    576.49790      2.00414    127.50000
       5513.40000   4701.77004      4.29985     80.14035    200.00000    470.09690    617.61190    603.58640      2.00446    127.50000
       5513.50000   4701.84013      4.40681     76.49878    200.00000    483.36010    615.69890    615.62020      1.99992    127.50000
       5513.60000   4701.91022      4.36375     73.45033    200.00000    407.57880    550.67270    551.27700      1.99735    127.50000
       5513.70000   4701.98032      4.25235     71.37882    200.00000    315.16890    481.93950    485.46480      1.99366    127.50000
       5513.80000   4702.05041      4.09305     72.25465    200.00000    287.69080    490.75290    525.26790      1.98273    127.50000
       5513.90000   4702.12050      4.02819     70.50438    200.00000    307.57550    506.10210    521.46250      1.97124    127.50000
       5514.00000   4702.19059      4.03178     68.25848    200.00000    348.02550    523.87290    504.75430      1.96286    127.50000
       5514.10000   4702.26068      4.16519     70.01709    200.00000    379.15260    538.10560    529.26650      1.97279    127.50000
       5514.20000   4702.33077      4.14772     71.60501    200.00000    380.75660    530.55910    538.06900      1.97586    127.50000
       5514.30000   4702.40085      4.05814     73.10876    200.00000    362.68390    510.11630    534.71770      1.97455    127.50000
       5514.40000   4702.47094      4.09865     74.73839    200.00000    324.08070    487.89930    506.53560      1.97000    127.50000
       5514.50000   4702.54103      4.15897     75.15530    200.00000    284.92950    449.79330    455.27170      1.97503    127.50000
       5514.60000   4702.61111      4.23558     74.79033    200.00000    251.75180    407.69520    394.15740      1.98605    127.50000
       5514.70000   4702.68120      4.34634     75.70948    200.00000    318.27280    480.37390    436.30940      1.98419    127.50000
       5514.80000   4702.75128      4.36994     77.78613    200.00000    353.41690    496.43820    450.54130      1.97993    127.50000
       5514.90000   4702.82137      4.31800     80.75175    200.00000    361.69440    464.42970    441.33160      1.97355    127.50000
       5515.00000   4702.89145      4.25925     74.41017    200.00000    394.30920    509.53710    492.07710      1.96535    127.50000
       5515.10000   4702.96153      4.21165     71.29668    200.00000    337.49840    460.40040    471.24150      1.96116    127.50000
       5515.20000   4703.03162      4.17577     71.57002    200.00000    186.86390    312.38440    375.30420      1.96116    127.50000
       5515.30000   4703.10170      4.28622     73.89214    200.00000    168.24950    311.69680    394.90540      1.96029    127.50000
       5515.40000   4703.17178      4.37544     77.16545    200.00000    229.30890    376.02120    428.72150      1.96059    127.50000
       5515.50000   4703.24186      4.43069     81.55202    200.00000    385.49650    516.08590    475.13810      1.96240    127.50000
       5515.60000   4703.31194      4.43492     85.32627    200.00000    404.69720    489.88250    436.13370      1.95887    127.50000
       5515.70000   4703.38201      4.45878     88.18452    200.00000    348.72040    419.09590    394.69230      1.95643    127.50000
       5515.80000   4703.45209      4.52034     89.70912    200.00000    195.62590    302.80880    361.62110      1.95647    127.50000
       5515.90000   4703.52217      4.59200     91.28822    200.00000    177.04050    324.66840    395.57540      1.95914    127.50000
       5516.00000   4703.59224      4.67234     92.73107    200.00000    198.74420    355.89150    421.02840      1.96147    127.50000
